Author,Review,Rating,Restaurant,Location
Garam Ng,"Order the 4 course meal set, seabass as main. Overall the food is good. The risottos was the highlight of the meal rather than the main seabass. …MoreOrder the 4 course meal set, seabass as main. Overall the food is good. The risottos was the highlight of the meal rather than the main seabass.Dessert was abit disappointing as the chocolate fondant barely oozed chocolate. Is was more like a fudge.Service is good. Not sure they served plain water as we were only given option of bottled water or sparkling water.","Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Lisa Chan,"I've been to Bistro twice now and both times have found the food to be overpriced and mediocre. Just to show I tried a fair amount of food, I've tasted: the coddled egg with asparagus, rabbit, duck confit, grilled langoustines, scallop …MoreI've been to Bistro twice now and both times have found the food to be overpriced and mediocre. Just to show I tried a fair amount of food, I've tasted: the coddled egg with asparagus, rabbit, duck confit, grilled langoustines, scallop ceviche, baby octopus, beouf bourguinon, seafood bouillabaisse, chocolate fondant and banana fritters. There is nothing spectacular about the flavours or the quality of the ingredients. In fact, most of the dishes seem to be on the oily and oversalted side. If you're looking for a genuinely good french restaurant to spend your money on, I'd suggest Bref or DC in Taman tun. The food here is overrated and very very ordinary. Service is very good though.","Rated 2.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Jocelyn Bélanger,"Absolutely brilliant! The epitome of fine-dining: quality ingredients, mastery of flavor and cooking techniques, the Chef's personality, value for money, and consistency between visits (I visited twice in the same week!). …MoreAbsolutely brilliant! The epitome of fine-dining: quality ingredients, mastery of flavor and cooking techniques, the Chef's personality, value for money, and consistency between visits (I visited twice in the same week!).Chef Isadora Chai offers two beautifully crafted 6-course menus (one French inspired, the other Malay; both excellent!) which offer an exciting culinary experience at a reasonable price. The service is attentive and discrete. The presentation of the dishes by the Chef is a wonderful addition. If you are in Kuala Lumpur, this is worth a detour. Michelin Star Worthy!!","Rated 5.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Leonard Ooi,Havent had such great food for years. A well thought out degustation with such well balanced flavours. The coddled egg with crouton dust drove my senses wild and the 5 starters kept on improving. The main course brought me back down as the …MoreHavent had such great food for years. A well thought out degustation with such well balanced flavours. The coddled egg with crouton dust drove my senses wild and the 5 starters kept on improving. The main course brought me back down as the Starters Pack was a hard act to follow and ended with a delightful pomelo pavlova with each bite of the pomelo bursting out flavours. Wish I could afford to eat here often. Seems a lot of commenting about oily food by others .. goodness its extra virgin olive oil! Eat as much of the oil as you can .. its healthy and adds so much to the taste!,"Rated 5.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Sarah Tan,"Came here a while back for a celebration with an old friend. Had the worst time here - the food was bland and dry, way overpriced for what it was advertised for. The meal didn't feel special for a celebration. …MoreCame here a while back for a celebration with an old friend. Had the worst time here - the food was bland and dry, way overpriced for what it was advertised for. The meal didn't feel special for a celebration.The chef happened to come out and we thought to give an honest review but she was rude and sarcastic (we didn't even manage to talk about the food). Won't be coming back here.","Rated 1.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Mutiara Googlejac,"Hidden French Treasure🤩...i will not describe....You Must Try Yourself............need some exercise, after a great French dinner...visit tis:-fitness actually site:youtube.com","Rated 5.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Eric Anthony,"Isadora is a character! She surprised me, with my own produce... #langbirufisheries. Our garoupa... A place ill go again, when i come back.","Rated 5.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
car sam,"Had a memorable & very good service given by Faisal, Raj & Joe. My last dish came with an inscription on the plate Happy Father's Day which  a surprise. Entree, main course of Lobster was very good with a complimentary Father's Day drink. Check it out.","Rated 5.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
HC Lim,"Service was good and ambience was great. Food was good, love the risotto but it's on the slightly salty side. Duck confit was standard - good but nothing mind blowing. Need to come back and try other dishes to really comment on over food quality. Dessert was good.","Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
CGP K,"A quaint and lovely place tucked away from the city's hustle and bustle. Perfect for date nights and group celebrations, it's great that you have different options for Degustation menu and a la carte is also offered. The truffle risotto is …MoreA quaint and lovely place tucked away from the city's hustle and bustle. Perfect for date nights and group celebrations, it's great that you have different options for Degustation menu and a la carte is also offered. The truffle risotto is so yum and just balanced, it won't ruin your appetite for the main course. The Lamb Chops with lamb trimmings and the Rabbit were the winners for main course, skip the fish if you can. Oh, and the lobster grilled on lotus leaf is a must as well!It was also very nice of Chef Isadora to personally introduce her menu to us and make recommendations. She's one talented chef and it doesn't hurt that she's really personable and funny too!Will definitely come back. Just wish they will improve on lighting so food photos of diners will do justice the amazing food quality and presentation.","Rated 5.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Lilian Yuan Yin,Good environment! Celebrated my birthday here. 2 person with 8 dishes cost Rm370. Worth it!,"Rated 5.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
David Yeo,The food dishes were well made and incorporates creative local ingredients.Staff were a little stretched and started off rocky but ended well. Understandable as it was New Year’s eve.,"Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Marcus Ng,"Cozy place, excellent service, can celebrate any occasion here! food a bit oily though, price is 5 star hotel level!","Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Amanda Heng,I like their mocktails! Good service but mains are a bit pricey. Worth trying! Their foods are delicious.,"Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Joey Chong,"Great service and experience. I felt the lamb we got was wee tad too salty, but my wife was still okay with it.","Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Andrew Ooi,"Got scammed by a misleading tableapp booking so called ""offer"" so I'm not happy. The booking for night was made to sound like rm150 was prepayment for the dinner with flowers thrown in. But I was made to pay rm150 for the flowers alone. The …MoreGot scammed by a misleading tableapp booking so called ""offer"" so I'm not happy. The booking for night was made to sound like rm150 was prepayment for the dinner with flowers thrown in. But I was made to pay rm150 for the flowers alone. The option without the flowers is hidden right at the bottom of the page. Pretty unethical. So please beware if booking from tableapp!","Rated 1.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Valerie Law,"Had my reservations after browsing through the reviews, but honestly the bad reviews were probably an over-exaggeration. This place definitely has its merits albeit a little pricey. I would say the premium you pay is for the atmosphere and …MoreHad my reservations after browsing through the reviews, but honestly the bad reviews were probably an over-exaggeration. This place definitely has its merits albeit a little pricey. I would say the premium you pay is for the atmosphere and the Bistro feel.The chef is friendly and came out to assure us that the food was coming when we little a little long for during the dessert. My favourite dishes were the berry clafoutis, mushroom risotto, scallop mentaiko pasta, the pan seared fish, and the coddled egg. The engawa pasta was alright as well and the quail was not bad, but would’ve preferred a different accompaniment. Overall a solid 4/5.","Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Sylvia KL,"Love the dessert, oyster and the soup. Can come again.","Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Emily Chng,"Great food, great service and relaxing ambience.","Rated 5.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
GABRIEL GOH,"Delightful experience, waiter was very helpful.","Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Mervyn Lee,"Cozy ambiance, delightful food and an amazing owner. Trifecta.","Rated 5.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
sc chong,Great food. A bit pricey but service is great.,"Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Karthig Baskaran,A little pricey but the desserts were amazing.,"Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Igor Kiksu,"We had my wife's birthday celebration here - Very nice ambience and settings, staff was very polite. Food was good but not outstanding (missing bit seasoning at times) and we needed to slow down service a bit as multiple course menu was almost done in one hour. Overall nice experience.","Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Boris Panov,The menu is quite diverse and unique. I definitely recommend the foie gras. Service was very good and the atmosphere is also good. A little pricey but worth it if you want to try something different.,"Rated 5.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Yang Jerng Hwa (jerng),"I'm rating this as an uneducated consumer. I attended a dinner on the invitation of a friend, and was quite satisfied by the doneness of the food. But I would not be able to say anything of technical importance about how it was constructed, …MoreI'm rating this as an uneducated consumer. I attended a dinner on the invitation of a friend, and was quite satisfied by the doneness of the food. But I would not be able to say anything of technical importance about how it was constructed, as I'm not too familiar with French traditions. Ingredients were alright. Price was a little hefty for an experience that I'm used to at home.","Rated 3.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Amaury d'Oléon,"Got to say that I was disappointed by my dinner yesterday.I had the 4 meals set, and I think most of the dishes were not hot enough: first the egg was barely lukewarm, didn't enjoy it. The risotto was great and tasty, …MoreGot to say that I was disappointed by my dinner yesterday.I had the 4 meals set, and I think most of the dishes were not hot enough: first the egg was barely lukewarm, didn't enjoy it. The risotto was great and tasty, really good, my favorite! The duck dish was OK, but again not hot enough. And the chocolate fondant was not super fondant.I tasted other dishes, potato purée was OK, ceviche was very good, rabbit a bit dry, and pavlova, not great.Service could be improved, with waiters who can't stop pouring water every time we drink one sip.","Rated 3.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Ka Tsung Chan,"Always a treat to dine at this place. Authentic French cuisine, but they also have some fusion fare. While the wine list is not extensive, it is very impressive. Table service is also excellent","Rated 5.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Jin Hui Tan,"I was celebrate my Christmas day dinner last year in this restaurant and everything was so wonderful. Food, service and ambient were all top notch.Therefore, I booked a table again this year. It was kind of total disappointed. …MoreI was celebrate my Christmas day dinner last year in this restaurant and everything was so wonderful. Food, service and ambient were all top notch.Therefore, I booked a table again this year. It was kind of total disappointed. First, the food is not as good as I had before. Some dishes are too plain and some are seasoned too much. However, it was cheaper price than last year. So I kind of accept that. However, what I really can't tolerate is that in the middle of our romantic dinner, the chef was start yelling at the staff at the back of restaurant. All the customer have to listen through a hell kitchen episode in live. Even after the manager try to quite down the chef, the yelling still keep appear from time to time. It ruined my night. I will never go back there again since I am pay $350 for not only food but the experience.Just to be fair, the service of the waiter were great and the attitude of floor manager were wonderful, professional and warm.","Rated 2.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
JJ Lim,"Food - Achieve fine dining experienceService - Excellent (it's been a while since I had such dining experience)Environment - quiet with soft music background, the location I sat had a curtain …MoreFood - Achieve fine dining experienceService - Excellent (it's been a while since I had such dining experience)Environment - quiet with soft music background, the location I sat had a curtain in between of the next table, privacy is good.We had good experience in overall.Price - slightly pricy, but what you pay is what you get","Rated 5.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Laurent Junique,"This is a wonderful and surprising restaurant.  First the location is unusual for the type of food served but the decor is really nice and professionally done.  The Chef, Isadora is a really passionate innovative and super professional …MoreThis is a wonderful and surprising restaurant.  First the location is unusual for the type of food served but the decor is really nice and professionally done.  The Chef, Isadora is a really passionate innovative and super professional person.  The food and service are exceptional and I really give credit for how it is all put together without the snobbish ambiance one could expect out of this type of standard.  Food is inspired from France but has much continental/western influence with a bit of fusion here and there.  The menu changes very regularly so it is worth returning.  Opened only for dinner.  Better to reserve.","Rated 5.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Albert Soo,Called morw than 50 times within few days but no one bother to answer the calls 😤😤😤,"Rated 1.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Evelyn Wong,Very good French food!,"Rated 5.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Fatties Too,"The good: nice ambience, great for special occasions. Staff friendly and attentive. …MoreThe good: nice ambience, great for special occasions. Staff friendly and attentive.The bad: food was disappointing.Ordered the smoked tomato soup with potato cloud as entrée, duck confit and beef bone marrow risoni as mains. Tomato soup and duck confit was not impressive. Beef bone marrow risoni was too salty and the essence of the marrow overwhelming, in Mandarin, 腻. Sifting through rice-like pasta in greasy broth made us lose our appetite for the dish. Wine bottle not presented to us before being served, might not be a big deal just something I recalled.  But it was good not in itself, but to wash down the heavy dishes. Left feeling somewhat empty. Overpriced and unenjoyable.","Rated 2.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Unni K Menon,"Birthday. So I took my best plastic and the family for a French treat. Reviews were better than good. But apart from the bread, the fizzy water and the Mojito, which my daughter says deserves a full 10, the rest was about the worst experience in eating. It was Tuesday and probably  the chef's day out. My bad luck?","Rated 1.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Eirina Bashir,"Delicious meals, very cozy and comfortable place to have a dinner here. The price also very reasonable . friendly staffs. Fast serving and good service from them. 👍👍","Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Pei Shen See,"A great french restaurant with nice ambience and music. I had the Truffle Deluxe Degustation, and i really loved the Scallop with foie gras and curry ice cream. However, the whole menu was quite heavy and heavily seasoned.","Rated 3.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Mrtee Corona,"A nice place to celebrate an event such as birthdays, graduations and anniversaries. The menu is small yet adequate to please most palate. For meat eaters the duck proscuitto and lamb is a must along with the fig and parmesan salad. The …MoreA nice place to celebrate an event such as birthdays, graduations and anniversaries. The menu is small yet adequate to please most palate. For meat eaters the duck proscuitto and lamb is a must along with the fig and parmesan salad. The wine list is enough to satisfy one's palate to pair wth your meals. The ambience is neutral that fits both quiet romantic evening or a celebration.","Rated 5.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Jian-Chyi Chan,"Unique french fusion cuisine. Been here twice in the past 3 years, food hasn't changed much but maintained its freshness and unique taste. Environment was cozy and well spaced with option of having more privacy if needed.","Rated 3.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Ping T.,"Several people raved about this place. After going there, I do not understand why. …MoreSeveral people raved about this place. After going there, I do not understand why.The pros:The service from the waiter is some of the best I've ever encountered in a KL restaurant, even in some of the top hotels. It's friendly, attentive, non-snobbish. Downright fantastic.The cons:The food. Don't get me wrong. The food is not bad. It's not fantastic either, it's just kind of slightly above average with a lot of frills to shill it as something extraordinary. They have a very fancy menu with reams of superlative information describing the food. Did you know that you can make any food sound fancy by adding the place of origin before the item itself? For example (this is not the exact item on the menu, just a demonstration of the style): Pan-seared Hokkaido scallops in Irish cream sauce, or Australian fillet mignion, served with Chilean asparagus or Tuscan rabbit or something (yes that was sarcasm). All these only serve to make the food sound more impressive than it is.There is even this really expensive dessert called 'An Ode to Newton' which has its own special card describing how it's anti-gravity and avant garde and all that, but basically is a scoop of ice cream on a wafer of flavoured ice on a glass of ginger beer. All for the bargain price of RM 25+This would not be such a bad thing if the portions were so minuscule for how much they charge you (RM 50-80 for a main). You order saddle of rabbit and you get one tiny little piece barely bigger a 50 sen coin. The duck breast was supposedly served with mash but what you actually get is a little dollop that looks like it had been served with a teaspoon.I don't mind paying for quality, but when a place is hyped but turns out to be so much style, and so little substance, it's really underwhelming. And honestly, if you paid 1k for one meal for a party of 5, I would have expected everyone NOT to leave the place hungry.The only way I'd ever recommend this restaurant to anyone if they and their wallet want a bit of weight loss, and if they enjoy the ambience and the prestige of having that kind of money to burn, I suppose.","Rated 2.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Swt Tsw,I had the duck confit with beetroot as a side and my friend had the lamb with French beans. All tasted good and the meat was tender. I won't call it amazing for the price. My Mindscrew dessert was just a regular lemon mousse but there was a …MoreI had the duck confit with beetroot as a side and my friend had the lamb with French beans. All tasted good and the meat was tender. I won't call it amazing for the price. My Mindscrew dessert was just a regular lemon mousse but there was a miracle pill thrown in to cover your taste buds so you won't taste the tang.  Waiter stood there to wait for my pill to dissolve in my mouth for a bit too long.  Just let the food speak for themselves.Cosy ambience.  Won't mind going back to try other mains but I had better homemade French desserts.,"Rated 3.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Sam Lee,"Best mushroom risotto I've had in my life. Portions are what you'd expect from such a place, but I must say that the food was definitely something I'd go back for. If you're looking for more ""bang for your buck"", you'd best look elsewhere.","Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Benny Lim,"After finished@verona , i came to next door this French restaurant for a try, on the contrary was quite packed on a Sunday lunch I ordered a grouper which takes ages to serve(at least half an hour)& was nothing special either !","Rated 2.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Man Tou Ding,nice food nice service &nice ambience,"Rated 5.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Colin Suppiah,Good food. Main portions are small. Leaves you the stomach space for entrees and desserts. This is fine dining. Be prepared to pay RM150 per person for entree-main-dessert.,"Rated 3.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Kelvin Soo,Always love the food here and their ala cart menu is great for people who can't really decide on exactly what they want to eat. …MoreAlways love the food here and their ala cart menu is great for people who can't really decide on exactly what they want to eat.Great food great service with a spectacular warm  Chef Isadora!,"Rated 5.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Eirina Eysa,The staff is friendly and very helpful. The food is delicious too. Very pretty and cozy environment,"Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Kimberley Chai,"This is my favorite restaurant in KL! Chef is also a very charming host. Love coming here, and food is excellent as always","Rated 5.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Sel Vendran,Excellent food and ambiance,"Rated 5.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Ruth Tan,"Fantastic service , quality ingredients and overall pleasant ambience. However , the food itself was just ok and not exceptionally tasty. 2.5/5","Rated 3.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Henry D'Helene,The decorations  was amazing and the ambiance  was great.In addition  the food can be improved,"Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Chin Hai Teo,"A nice place to indulge in French food and enjoy the ambient. As commonly found, French food are pricey.. good place to experience French fine dining..","Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Ramani Velu,Really bad service. My main reached me after 40mins of waiting. Chef was busy taking a puff. Tried to compensate me with a cup of coffee. Expensive food and poor service will NEVER  return here again.,"Rated 1.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Ming Jian Hor,Great ambience. Food is good. Wanted to try the souffle but they stop serving it. Hopefully they bring the dessert.,"Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Chu Lee,Beautiful and lovely presentation. Great taste and flavour. Nice place!,"Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Jimmy Woon,"Good staff service, nice ambience with soothing music.Nice deco and delicious food.","Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
sf aai,Modern French cuisine that sometimes failed in the execution.  Service is attentive and good ambiance.,"Rated 3.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Evelyn Chong,"Love the ambience, friendly waiter. Definitely will come back again","Rated 5.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Christophe Thys,Great french cuisine. Lovely french lady to welcome and serve us. Thumbs up!,"Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
woei,French food with a local twist. Chef Isadora chai always serves up something memorable,"Rated 5.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Sim Bajaj,The food was dismal and expensive. It's trying too hard to be fancy but it tastes mediocre at best.,"Rated 2.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Avocado Queen (EatWithStellie),So so!,"Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Yong Boon Chong,Nice french foods,"Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
torng chen,"Love the ambience, friendly waiter. Definitely will come back again","Rated 5.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Serena Djatnika,Interesting combinations that stimulate the palate. Very unassuming ambience. Kids friendly.,"Rated 4.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Nicole Lin,Award wining only on the food but not so much on the service I guess,"Rated 1.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Jackson Lim,"Have a bad experience, staff attitude not good. No manners.","Rated 1.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
Gerard Gomes,Nice cosy setup with excellent service and choices of wine..,"Rated 5.0 out of 5,",Bistro à Table,"6, Jalan 17/54, Seksyen 17, Petaling Jaya, Selangor"
