Author,Review,Rating,Restaurant,Location
Dave Appleton,First REALLY GOOD pizza I have found in Johor Bahru.Family really enjoyed it. …MoreFirst REALLY GOOD pizza I have found in Johor Bahru.Family really enjoyed it.(About to order a pizza now to collect :-) ),"Rated 5.0 out of 5,",Giovannis,"169, Jalan Rawa, Taman Amira, Johor Bahru, Johor"
Karamjit Singh,Super pasta and the sauce yummy 😋.,"Rated 4.0 out of 5,",Giovannis,"169, Jalan Rawa, Taman Amira, Johor Bahru, Johor"
Chia David,"Nice pizza and meatballs parmesan ,My 1st time here will be back again.","Rated 5.0 out of 5,",Giovannis,"169, Jalan Rawa, Taman Amira, Johor Bahru, Johor"
yadi maryon,Love the pizza and pasta.  Bit pricey but worth it,"Rated 5.0 out of 5,",Giovannis,"169, Jalan Rawa, Taman Amira, Johor Bahru, Johor"
Jake de brito,Awesome pizza's highly recommended,"Rated 5.0 out of 5,",Giovannis,"169, Jalan Rawa, Taman Amira, Johor Bahru, Johor"
shameer imtiaz,The best most authentic NY pizza you are gonna get in Jb. Awesome food!,"Rated 5.0 out of 5,",Giovannis,"169, Jalan Rawa, Taman Amira, Johor Bahru, Johor"
Kay Ginz,Super good best pizza in JB for sure,"Rated 5.0 out of 5,",Giovannis,"169, Jalan Rawa, Taman Amira, Johor Bahru, Johor"
Camelia Fauzi,Incredible pasta and pizza 🔥 taste authentic,"Rated 4.0 out of 5,",Giovannis,"169, Jalan Rawa, Taman Amira, Johor Bahru, Johor"
Firdaus Sani,Serve great authentic pizza and delicious shrimp spaghetti. Fresh food and friendly service too,"Rated 5.0 out of 5,",Giovannis,"169, Jalan Rawa, Taman Amira, Johor Bahru, Johor"
WEE PENG TIEW,"The Pizza is very Authentic , The Pasta is Delicious","Rated 5.0 out of 5,",Giovannis,"169, Jalan Rawa, Taman Amira, Johor Bahru, Johor"
Nat C,"we ordered pizza, aglio olio and fried ravioli. the servers were extremely friendly and the owner was super chill as well. would go back :)","Rated 5.0 out of 5,",Giovannis,"169, Jalan Rawa, Taman Amira, Johor Bahru, Johor"
Keat Tan,Been craving for a nice pizza and so glad to have found Giovanni.  It really hit the spot with a nicely done brick oven pizza. Will definitely come back again.,"Rated 5.0 out of 5,",Giovannis,"169, Jalan Rawa, Taman Amira, Johor Bahru, Johor"
Danny Chen,,"Rated 5.0 out of 5,",Giovannis,"169, Jalan Rawa, Taman Amira, Johor Bahru, Johor"
S Ah,,"Rated 5.0 out of 5,",Giovannis,"169, Jalan Rawa, Taman Amira, Johor Bahru, Johor"
Ji Hang,,"Rated 5.0 out of 5,",Giovannis,"169, Jalan Rawa, Taman Amira, Johor Bahru, Johor"
Prince Mkb,,"Rated 5.0 out of 5,",Giovannis,"169, Jalan Rawa, Taman Amira, Johor Bahru, Johor"
Jean-Claude Etter,"Nicely decorated in a loft style, convenient parking, and mostly excellent cuisine. Everything we ordered was delicious and served in ample portions. A great indiqn address around JB, almost at the level of Chakra.","Rated 5.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
uma nguyen,"Excellent fusion food.  They have creative recipes that are prepared really well combining Indian, Chinese and Thai flavors.  The manager was very friendly and helpful and I would highly recommend buying their 3-year DCG membership if you …MoreExcellent fusion food.  They have creative recipes that are prepared really well combining Indian, Chinese and Thai flavors.  The manager was very friendly and helpful and I would highly recommend buying their 3-year DCG membership if you like their food and want to eat out.  It's worth it.  Palak paneer is the best we've ever had.  Sri Lankan sizzling prawns were overpriced for size of dish.  Thai style roast lamb was very good but spicy.","Rated 5.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Aishah Wahab,"I’m craving for palak paneer and was reminded of the one I had here at least 3 years ago! It is THAT good. Wished they had a branch in other states too! The other dishes are incredibly delicious too, I would highly recommend!","Rated 5.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Vhailor,"Came here with a good friend and thought food was actually subpar. Considering its marketed as higher end Indian food, I felt the taste was nothing spectacular neither was the food quality great. Service was just average however the …MoreCame here with a good friend and thought food was actually subpar. Considering its marketed as higher end Indian food, I felt the taste was nothing spectacular neither was the food quality great. Service was just average however the ambience was decent. Basically that was the saving grace or I would have scored 2 stars or below. Will not be coming back anytime soon.","Rated 3.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Siah Alim,"Food was not bad, if u like Indian cuisine ..my dotter loves it.But rather costly.. Check their prices before u go.. Convenient location though, easy parking.","Rated 3.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Renuka Gopal,"Went back to Spice Kitchen over the weekend. They are currently having their Biryani Buffet promotion. Gave that a miss as being a member you would save on their Ala-Carte dishes. So ordered Hyderbadi Biryani (Lamb & Prawn), Biryani Goreng, …MoreWent back to Spice Kitchen over the weekend. They are currently having their Biryani Buffet promotion. Gave that a miss as being a member you would save on their Ala-Carte dishes. So ordered Hyderbadi Biryani (Lamb & Prawn), Biryani Goreng, Butter Chicken Masala, Garlic Naan, Pepper Fish, Chicken Tikka and Gobi Manchurian.Hyderabadi Biryani - Unfortunately not as good as their Thalapakati Biryani Promotion they had some time back. Felt it was dry and didn’t have enough flavour.Biryani Goreng - It tastes like Nasi Goreng with Chicken Tikka. It did taste good, however I was expecting a more masala flavour considering that I got the perception that it would be like ordering Biryani just that it’s fried rice instead of the usual.Butter Chicken - Was nice and creamy, would order this again. Went well with the Garlic Naan.Pepper Fish - Fish was fresh and was easy to break. Wasn’t over cooked, tasted fab.Chicken Tikka - Was alright.Best to make reservations before heading to the restaurant, esp during weekends and PH.","Rated 3.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Pooja Marimuthu,"Don’t ever turn up here, I don’t feel the spice on the food. I had Schezwan fried rice but I can taste salty and no taste at all. The price extremely expensive which cost me RM 93+++. it's not worthy food with the price you paid.  Not coming back ever again!!!!!!","Rated 1.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Mogana Sunthary,"Enjoyed every morsel of food v ordered..good service and atmosphere, definitely hope to go back.","Rated 5.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
GuoLng Ong,"The food was not too bad. The meats are delicately cooked, a very accurate timing on the grill, left with juicy and chewy bites that u can ever miss. But the taste of the sauce is not as reality with the actual aroma when they first served …MoreThe food was not too bad. The meats are delicately cooked, a very accurate timing on the grill, left with juicy and chewy bites that u can ever miss. But the taste of the sauce is not as reality with the actual aroma when they first served with your first bite. But the food is worth eating for. The OVERALL vote of 3 stars because of the very Poor servicing. I wouldn't want to explain but 1 word poor describes it all. To charge for an expensive price with companion of foods, ambience and service, service it is not even up to the border line.","Rated 3.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Deepesh Tiwari,"Very nice place multiple options for vegetarians and non-vegetarian as well, the Quality of food is quite good , basically all the panjabi item are very nice , you can get some basic interesting Indian items like chat, panipuri, samosha …MoreVery nice place multiple options for vegetarians and non-vegetarian as well, the Quality of food is quite good , basically all the panjabi item are very nice , you can get some basic interesting Indian items like chat, panipuri, samosha etc. And affordable for the members also.Based on request arrangements of party' is nicely decorated by staff.","Rated 4.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Vanessa Kan,"Food was awesome. But a lil pricey though. You need to pay to be a member, then you will have 50% off the food you ordered.","Rated 4.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Ravin,"The place was under renovation the bread and gravy was very tasty, the biryani was very bad it doesn't taste like a biriyani at all, the staffs were very friendly and polite, except the biriyani everything was good biriyani tasted like tomato rice.","Rated 3.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Brendan Wee,Very good butter chicken and palak paneer. Pricey if you're not a member here but otherwise great.,"Rated 5.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Wildarm33 Chong,"The food is cost is high and not worth it. one bowl white rice already charge rm 11. all food is small portion, not even enough for one person. My table already cost me RM 95.10.","Rated 1.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Gk,"Tried the eat l you can briyani for RM42 which I saw in Bala ganapathy William instagram, package comes with free flow chicken and mutton briyani, prata with fish curry and Laddu however everytime we order need to wait for 20 mins for 6 …MoreTried the eat l you can briyani for RM42 which I saw in Bala ganapathy William instagram, package comes with free flow chicken and mutton briyani, prata with fish curry and Laddu however everytime we order need to wait for 20 mins for 6 person they only have 3 mutton briyani and told us briyani finish need to wait, ordered drink which never come. Every staff saying OK but none bring the drink, I have eaten briyani better then this therefore the briyani was OK, the ready made prata was dry and stiff, fish curry was good.  Mutton Briyani was sour maybe they add too much yogurt, you now if you finish your food and wait for the next dish will feel full already?  They use that method, after finish your chicken briyani need to wait 20 mins for mutton briyani and then prata and Laddu comes together. Therefore it's worth to try once, the ambiance and atmosphere was good.","Rated 3.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Ting Ting Yean,"High end indian food, price is Expensive but food is nice, enjoy lower 50% pricing If join their member","Rated 5.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
MrPRInce,Good food.Nice Ambience.,"Rated 5.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Shiraz Chanawala,"I arrived in JB and took my family for dinner. Not having read earlier reviews I took a chance and here is my feedback …MoreI arrived in JB and took my family for dinner. Not having read earlier reviews I took a chance and here is my feedback1. I had an upset stomach the next day which ruined my vacation2. The food portions were the smallest I have ever seen in my 40 years of eating out3. The price was steep and could not believe I was charged so much for a curry that hardly had two spoons full in it4. The service was sub standard. The waitress was more interested in selling some kind of a Loyalty Club membership which gives diners some kind of a discount5. Despite requesting mild curry it turned out super spicy - maybe I should pay more attention to the restaurants nameThis restaurant, with its great location has so much potential if it was run by seasoned managers who really know what it takes to be top class.","Rated 1.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Cikttie RR,"Very nice food.. mixed indian, chinese & thai cuisines. Try the mango lassi drink!","Rated 4.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Tan Kang Ting,The food nice and environment is very neat and comfortable,"Rated 5.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Johnny Lum,Friendly staff & good food. Highly recommended to all foodie.,"Rated 5.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Ajay T,"Not worth the hype..Ordered chicken briyani , kulcha prata and bengali chicken  curry. Taste of chicken biriyani just ok it used to be good . Bengali chicken was ok. The kulcha was slightly burnt.","Rated 2.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Munes DMT,Very very expensive and this is not unexpected in Malaysia.the glass very small but Rm8.99 and the food very expensive and charge service 10%  Rm3.97.😠😠😠,"Rated 1.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Ammulu Navheen Kumar,"Very very bad... I just bought a cup of tea, I never drunk a worst tea like this","Rated 1.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Liza Talib,the naan is too hard that my son cant swallow/bite it. i dint see the cheese. n i paid rm10 for that 🤪😫,"Rated 1.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Shanthi Subramaniam,"i really like their food,nice and tasty food, humble n caring people around...my kids all time favourite is pani puri....the best..thanks all...","Rated 5.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
ammu praba,"I would like to report an incident that happened on 14/03/2021 at 8 pm that took place at Bukit Indah spice kitchen, where we went to dine in with our family, I have noticed that my daughter's gold anklet with her shoes went missing after …MoreI would like to report an incident that happened on 14/03/2021 at 8 pm that took place at Bukit Indah spice kitchen, where we went to dine in with our family, I have noticed that my daughter's gold anklet with her shoes went missing after came back from home from the restaurant. , however, I called the restaurant immediately to check on it, the staff informed me that there was no gold chain were found, but the shoes were found by the staff. We believe that the shoe and the gold chain missed in the same place. Indeed I have reported this to the restaurant management several times to check on the CCTV surveillance, they claim that the CCTV is not covered that is, whereby the CCTV does not capture that particular place we sat.I as a regular customer very disappointed with the staff's behaviour, and as I strongly believe that the chain must be dropped there. I would like to inform everyone to be very aware of your belongings and please do check before leaving the place, As this kind of high rated restaurant could give the reason that the CCTV is not around the whole restaurant, it could be same as the all the restaurant. I hope everyone can be aware on this . And I don’t want this happen to someone else by getting cheated. It is not about the lost chain, I'm really considering and were expecting if the staffs and the management to be honest with their customers.","Rated 1.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Devin Shan,"Went to try thier Kerala shell out, the taste was so so...n the drink was( definitely unacceptable for 3 of us) spicy drink 🤐","Rated 3.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Tim Yap,Very slow and the bad service...food it's ok.... quite expensive....never back again...,"Rated 3.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Noor Adilah Redzuan,"Ambience is good, waiters are very welcoming and friendly, I had butter chicken masala and garlic naan. Great taste indeed. Highly recommend ;)","Rated 4.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
tikitiki taka,"Rip Off, stay away unless u have some extra bucks to spend. More to cater singaporean","Rated 2.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Pavan Kumar,Had a pleasant experience here. Service was quick and food was flavorful and sumptuous.,"Rated 4.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Andy Huan,"nice service, food are delicious:)","Rated 5.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
celinading89,"Great place for northern Indian food. Personal favourite would be the palak paneer. Staffs are friendly and helpful. Recently they started buffets, great value for money , food still taste great and imagine having fresh tandoori for buffet ( takes about 15mins for them to grill the tandoori fresh ) .","Rated 5.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
chui yew,Food was really good but serve is very slow !,"Rated 5.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
JOSHUA VIJAY,Nice environment. The food was so different in taste but expensive a bit if not be a member. Friendly staff. The panneer and fish Manchurian taste really good.,"Rated 5.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Sam Sathian,Air conditioned spacious dining area. Majorly North Indian dishes.Courteous service and staff.Two rates available in the menu: member rate and non member rate.Some dishes are quite pricey even after member discount.,"Rated 5.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Nithin Choudhary,Extremely unpleasant experience in this hotel on the night of 08 Dec 2019. I would advise everyone visiting this hotel to be very careful of the membership offer provided by the staff. They deliberately omit to mention certain clauses when …MoreExtremely unpleasant experience in this hotel on the night of 08 Dec 2019. I would advise everyone visiting this hotel to be very careful of the membership offer provided by the staff. They deliberately omit to mention certain clauses when signing you up for membership. Please ensure all the terms and conditions are completely understood before signing up. Do not believe the false assurace of the hotel staff. I would strongly advise against visiting this place.,"Rated 1.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
M Voon,"The North Indian dishes and briyani are tasty but the meat portions are tiny. Food is very salty. Pricey too. Was OK with membership but with more and more rigid rules, I won't be renewing my membership.","Rated 3.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Schuan Khaw,Members get 50% discount. Service was slow. Food quality had gone down.,"Rated 2.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
bacardi comeon,"Naan and palak panir. 5 starsmango lassi, 5 starsquite costly -2stars","Rated 3.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Vino Menon,"To put it simply it was incredibly disappointing and honestly underwhelming! It is overpriced for its portions for their dishes, (RM 8 for steamed rice?!?) if I could give zero star rating I would. If the food was worth it, the price would …MoreTo put it simply it was incredibly disappointing and honestly underwhelming! It is overpriced for its portions for their dishes, (RM 8 for steamed rice?!?) if I could give zero star rating I would. If the food was worth it, the price would not have mattered but this is just shocking to see such restaurant in jb! Will definitely never go there again.","Rated 1.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Rajasurian M,Meals ok. Need to improve services and hygiene,"Rated 3.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Yogeswary Narayanan,The food was awesome.the service was good .,"Rated 5.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Ajita Rastogi,"Had not so good experience on a visit this week. Hope Spice Kitchen start focusing on ""taste and service"" more than making visitors it's members. Service was slow, food portion served was very less, irritating menu with double rate for …MoreHad not so good experience on a visit this week. Hope Spice Kitchen start focusing on ""taste and service"" more than making visitors it's members. Service was slow, food portion served was very less, irritating menu with double rate for non-members. After 45 mins of wait we didn't have enough energy and taste to order more as the quantity was much lower than expected (not as per price tag and lower than avg.).","Rated 1.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Kimfatt Soo,Very impressive,"Rated 5.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Like Suhardi,Nice food even bit pricely but we really enjoy it and like it very much their ginger tea totally different than other ginger tea,"Rated 4.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Melanie Tanner,Definitely a favorite for us! So many choices. Their buffets are really well done. The membership is worth it!,"Rated 5.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Luvnesh,"A great place to eat dinner but seriously they have to increase the potion size. One year ago when I came to this restaurant, the potion size was really good but now your are just getting half the potion size than before. Example of foods …MoreA great place to eat dinner but seriously they have to increase the potion size. One year ago when I came to this restaurant, the potion size was really good but now your are just getting half the potion size than before. Example of foods are Chicken 65, fish Manchurian and many more to be honest.The food taste good it's just the potion size which bothers me. Im assuming that they have reduced the potion size due to food wastage but if you think foods are getting wasted just donate them to the poor ones or the homeless ones. It's not that you are donating for free, we paid and if we left some foods just donate them to the poor ones. Dont just throw them away assuming that we wasted and reducing the food's potion. I hope this message  spread to everyone .Im not saying wasting food is good but just try not to throw them away","Rated 3.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Revathi Ramasamy,"That only Indian Restaurant at Bukit Indah, Johor Bahru Malaysia who serves Indian Food, Especially North Indian dishes. Prices are costly unless you hold a membership card it's costly comparatively than other places. But worth to visit occasionally when no other option in that city.","Rated 4.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Lim Hsien Howe,"I've been to TSK 3 times in all. First when they just started and food was good. Second time food was at best, mediocre and yesterday the third time was awful. When one goes for Northern Indian cuisine, it is all about the spices! The …MoreI've been to TSK 3 times in all. First when they just started and food was good. Second time food was at best, mediocre and yesterday the third time was awful. When one goes for Northern Indian cuisine, it is all about the spices! The aroma, the tantalising tastes, the flavours. But at TSK, all you get now is ""normal"" cooked food. All I tasted was salt, cream, and subtle hints of basic flavours. I couldn't differentiate one dish from another after a while bcos it all tasted the same. And to top it off, the Signature tandoori chicken was dry without (again) flavour. My humble opinion: food cooked without heart or passion. Seems to me like TSK is just whipping up food to keep their business alive! Buck up TSK! You are a poor representation of Indian cuisine!","Rated 2.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Chai Choong Foong,"The food is good. Not just Indian cuisines but many variety that fit public taste buds. Though pricing wise you may need vouchers to justify some offers, otherwise it's high end western restaurant price","Rated 5.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
Rashvinraj Singh,"By far the best briyani I ever had. Highly recommended, ambient is perfect n friendly staff. A must try! Well done","Rated 5.0 out of 5,",The Spice Kitchen,"Wisma S P Setia, S3-0120, Jalan Indah 15, Bukit Indah, Johor Bahru, Johor"
