Author,Review,Rating,Restaurant,Location
Jaylee Wong,Good services and great taste... Recommended place truely,"Rated 4.0 out of 5,",Southern Court Chinese Restaurant,"Bayview Hotel Melaka, No 55, Jalan Bendahara, Kampung Bukit China, Malacca"
Jing Juan,I will come this place again . because delicious food,"Rated 4.0 out of 5,",Southern Court Chinese Restaurant,"Bayview Hotel Melaka, No 55, Jalan Bendahara, Kampung Bukit China, Malacca"
Benson Neo,Best meal we had in melaka. Will patronise again in future.,"Rated 5.0 out of 5,",Southern Court Chinese Restaurant,"Bayview Hotel Melaka, No 55, Jalan Bendahara, Kampung Bukit China, Malacca"
Junaida Mohd Rais,Good and nice food.,"Rated 4.0 out of 5,",Southern Court Chinese Restaurant,"Bayview Hotel Melaka, No 55, Jalan Bendahara, Kampung Bukit China, Malacca"
NURUL NAZMEERA,Nice food and high recommended in malacca city 👍🏻👍🏻👍🏻👍🏻,"Rated 5.0 out of 5,",Southern Court Chinese Restaurant,"Bayview Hotel Melaka, No 55, Jalan Bendahara, Kampung Bukit China, Malacca"
joseph chia,"tried, not bad, will visit again","Rated 5.0 out of 5,",Southern Court Chinese Restaurant,"Bayview Hotel Melaka, No 55, Jalan Bendahara, Kampung Bukit China, Malacca"
Zack Razak,Good,"Rated 5.0 out of 5,",Southern Court Chinese Restaurant,"Bayview Hotel Melaka, No 55, Jalan Bendahara, Kampung Bukit China, Malacca"
Momok Inc,Nice food,"Rated 5.0 out of 5,",Southern Court Chinese Restaurant,"Bayview Hotel Melaka, No 55, Jalan Bendahara, Kampung Bukit China, Malacca"
বিএনপি BNP,Ok,"Rated 5.0 out of 5,",Southern Court Chinese Restaurant,"Bayview Hotel Melaka, No 55, Jalan Bendahara, Kampung Bukit China, Malacca"
Yuki Chan,(Translated by Google) The Baba restaurant here is really authentic. . .(Original)这里的巴巴餐馆真很正宗。。。,"Rated 4.0 out of 5,",Southern Court Chinese Restaurant,"Bayview Hotel Melaka, No 55, Jalan Bendahara, Kampung Bukit China, Malacca"
Lydia Farasya,"(Translated by Google) very poor. The afternoon came to eat, but the man's staff said, eating near the cafe down was delicious. When it comes down to the cafe downstairs, the helpful staff of the staff, eat slowly, better go eat near the …More(Translated by Google) very poor. The afternoon came to eat, but the man's staff said, eating near the cafe down was delicious. When it comes down to the cafe downstairs, the helpful staff of the staff, eat slowly, better go eat near the food court next to the hotel. What's the real problem?(Original)very poor. Tadi tengahari datang nak makan, tapi staff lelaki tu cakap, makan dekat cafe bawah lagi sedap. Bila dah turun cafe bawah, staff lelaki yang jaga tuh cakap, makan lambat, better pergi makan dekat food court sebelah hotel. Apa masalah sebenar?","Rated 1.0 out of 5,",Southern Court Chinese Restaurant,"Bayview Hotel Melaka, No 55, Jalan Bendahara, Kampung Bukit China, Malacca"
fareza spekie,"(Translated by Google) Interesting place, the food is superb and fast service.(Original) …More(Translated by Google) Interesting place, the food is superb and fast service.(Original)Tempat menarik,makanan superb dan servis cepat.","Rated 5.0 out of 5,",Southern Court Chinese Restaurant,"Bayview Hotel Melaka, No 55, Jalan Bendahara, Kampung Bukit China, Malacca"
Roro Denok,,"Rated 5.0 out of 5,",Southern Court Chinese Restaurant,"Bayview Hotel Melaka, No 55, Jalan Bendahara, Kampung Bukit China, Malacca"
Azrul Hisham Mohd Ishak,,"Rated 5.0 out of 5,",Southern Court Chinese Restaurant,"Bayview Hotel Melaka, No 55, Jalan Bendahara, Kampung Bukit China, Malacca"
Cheng Wee Chia,,"Rated 3.0 out of 5,",Southern Court Chinese Restaurant,"Bayview Hotel Melaka, No 55, Jalan Bendahara, Kampung Bukit China, Malacca"
ONGGOH YU XIN,,"Rated 5.0 out of 5,",Southern Court Chinese Restaurant,"Bayview Hotel Melaka, No 55, Jalan Bendahara, Kampung Bukit China, Malacca"
KENSOU Hz,,"Rated 4.0 out of 5,",Southern Court Chinese Restaurant,"Bayview Hotel Melaka, No 55, Jalan Bendahara, Kampung Bukit China, Malacca"
Abdul Khairi Khairi,,"Rated 1.0 out of 5,",Southern Court Chinese Restaurant,"Bayview Hotel Melaka, No 55, Jalan Bendahara, Kampung Bukit China, Malacca"
Faiz Zaidi,,"Rated 5.0 out of 5,",Southern Court Chinese Restaurant,"Bayview Hotel Melaka, No 55, Jalan Bendahara, Kampung Bukit China, Malacca"
Bh,,"Rated 5.0 out of 5,",Southern Court Chinese Restaurant,"Bayview Hotel Melaka, No 55, Jalan Bendahara, Kampung Bukit China, Malacca"
Ed Koh,"Unconventional Nyonya restaurant with nice Bulldog t shirts being worn.Great fine and tasty food. I love their ‘Snow’ cendol, fried fish and fried …MoreUnconventional Nyonya restaurant with nice Bulldog t shirts being worn.Great fine and tasty food. I love their ‘Snow’ cendol, fried fish and fried brinjal.Servers are pleasant and professional.","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
TY Panda,"The muted grayscale interior masks one of Malacca's greatest hidden gems, as Bulldog uses authentic Peranakan recipes, cooked with the same as love and dedication as any proud Nyonya but served with a modern twist. …MoreThe muted grayscale interior masks one of Malacca's greatest hidden gems, as Bulldog uses authentic Peranakan recipes, cooked with the same as love and dedication as any proud Nyonya but served with a modern twist.The stars of the menu are the Lada Garam Beef, Lamb Shank Buah Keluak, Ikan Goreng Cili Garam, Udang Lemak Nenas & Ayam Limau Purut. Some of these dishes are unique only to Bulldog and they also have some seasonal specials made from the head chef's daily morning market runs.Don't forget to leave space to have their delectable Cendol and Ais Kacang too","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
sze yah chng,"Very nice nyonya food with modern deco and serving pattern. The laksa is very nice, they push the nyonya food to another extend that u will wonder is this really nyonya food. Overall is very nice, can ask for their recommendation. I …MoreVery nice nyonya food with modern deco and serving pattern. The laksa is very nice, they push the nyonya food to another extend that u will wonder is this really nyonya food. Overall is very nice, can ask for their recommendation. I personally like the laksa, ikan goreng chili, cendol. Even their plain rice also got fragrance! Heard their signature chicken also very nice! Overall highly recommend","Rated 4.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Ariff Suffian,"Good local food in a very minimalistic designed restaurant. We had the Ayam Limau Purut, Fried Brinjal, Cincalok Omlette and Petai. Paired with white rice, it’s a delicious meal. We really enjoyed the Brinjal. I wish there was more Petai in the dish. Anyway, there is a live band area which I’m sure makes this place extra lively!","Rated 4.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
tanhb,Don't sound peranakan but the peranakan food realy super tasty and reasonable. The cendol too is great although abit pricey.,"Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Kelvin Tan,Bookings are a must to savour the punchy delicious flavours presented here. Sambals are a highlight!,"Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Claire Choo Ki Khoo,Dropped by before our drive home for cendol and I concur this is probably the best cendol in Malaysia. The decadent Gula Melaka tastes different and makes every difference. Must try.,"Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Simon Lee,Very good nyonya food but choices are limited.,"Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Yenny Ng,Great SOP in place for dining in. Especially love the Chicken Limau Perut (spicy) 😋 Smaller portion suitable for 2-3 pax sharing and more reason to order more!   ,"Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Nor Soraya Ghazalie,Amazing amazing amazing! The best Nyonya food in town! The house favourite - Ikan Goreng Chili was absolutely delicious! Crispy fried fish done to perfection. The beef lada hitam was not too bad ( a …MoreAmazing amazing amazing! The best Nyonya food in town! The house favourite - Ikan Goreng Chili was absolutely delicious! Crispy fried fish done to perfection. The beef lada hitam was not too bad ( alittle on the bitter side though ) . The Nyonya Ayam Limau Perut was good. Please order the Pai Tee for starters! We ended with the Bailey’s Chendol. So good! Portions are good and pricing is reasonable. Great ambiance. Be sure to make a reservation before you come to avoid waiting! Will definitely be back again!,"Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
A,Food here is authentic and freshly cooked.Service and hospitality is polite and welcoming. My first time at this well kept cosy food place. Will definitely revisit. Thank you for such a pleasant lunch experience celebrating a loved one's birthday.,"Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Min,Fantastic place to do a fine dining nonya food. Good quality and reasonably priced. No worries of hygiene in the restaurant. They practise very good hygiene measures. I like the fried fish and the variety of sauces and sambal that they …MoreFantastic place to do a fine dining nonya food. Good quality and reasonably priced. No worries of hygiene in the restaurant. They practise very good hygiene measures. I like the fried fish and the variety of sauces and sambal that they have.Make sure you do a reservation so you won't be disappointed.,"Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Neena Teo,The best cendol !!! Paiti!!! Popiah I ever had!!!! Omg!! Sooo good,"Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
MS Yap,"Had early dinner already. But asked by friend to try this place.Ordered pie-tee, Popiah and cendol. …MoreHad early dinner already. But asked by friend to try this place.Ordered pie-tee, Popiah and cendol.Pie-tee has rich flavors and texture. Full flavor. Can even taste the cuttle fish used.Popiah had good tastes too. Skin was very smooth.Cendol was easily the best cendol I ever had in M'sia. Ice was fine, santan was rich and creamy. Gula Melaka was so flavorful.All three were (IMHO); the best representation of what Nyonya food has to offer.Obviously a very good attention to detail in the preparation and fresh ingredients.A dash of fresh Chinese celery on pie-tee and Popiah gave a burst of freshness to the already good taste.Service was very attentive and not pushy at all. SOP very well followed. Reassuring in our times.I am looking forward to next have a full Nyonya dinner at the Bulldog.In Melaka for only one evening only. Its going to seem like a very long wait indeed.","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Solarance Shiro,"Good place, good food! Service was alright. i really enjoyed the fish most of all! Veggies are pretty good too! The ice kacang could use some work as it was TOO SWEET.","Rated 4.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Dai Chenguang,"Delicious food.We decided on this restaurant based on the reviews and we loved it too.professional service, good sour plum juice, and amazing Nyonya dishes, which …MoreDelicious food.We decided on this restaurant based on the reviews and we loved it too.professional service, good sour plum juice, and amazing Nyonya dishes, which were very nicely presented.The manager was very efficient, all the waiters/waitresses were good and whoever is the person who cooks in the kitchen is excellent.We’ll be back before we leave Malacca.","Rated 4.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Michelle J Brohier,"My father rarely orders a second serving of rice, but he did so at this place. Seriously some of the best Nyonya food in Melaka. Great service as well. Totally worth going.","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Farmaz Murtad,My overall rating is 5 ⭐.Food quality and freshness was top notch. Excellent service and very attentive waiter n waitresses. …MoreMy overall rating is 5 ⭐.Food quality and freshness was top notch. Excellent service and very attentive waiter n waitresses.Ambience and comfort was fantastic. I had about 4 elderly folks with me and they all enjoyed the food. These are first time Nyonya food eaters and I am a nyonya food freak! Food spice and taste was adjusted to our asks. Parking was easy as there was a 5 bucks parking right at the back. Restaurant was clean and followed strict SOP. My favorite among all was the PongTeh. On point for me 👍🏾👍🏾👍🏾👍🏾👍🏾,"Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Lim Dee,"Highly recommend! Service was great, food was amazing, ambient was superb. Classic peranakan food served in modern ambient restaurant. Love it! Reasonable price as well. Only complaint is that the rice portion was super small, and had to tambah nasi (+RM2)","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Malik Jardali,"If you are seeking a cozy place to have a light dinner at the heartof Melaka, visit this place .I really enjoyed the food, tasty and you can enjoy the ingredients. The chicken …MoreIf you are seeking a cozy place to have a light dinner at the heartof Melaka, visit this place .I really enjoyed the food, tasty and you can enjoy the ingredients. The chicken is boneless mixing with sauce, giving the plate an amazing citrus taste.The vibes are so relaxing and the music is good, sadly i didn't catch up with a live audition.The cendol is recommended too 👌, the gelly is full and big with a mixure of syrup and beans make the taste fabulous.They are welcoming and nice, i would really have food here when i visit Melaka again.","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Caitlyn Wong,"Pong teh chicken was really tender, sambal sotong + added petal was yummy! Sotong wasn’t rubbery and Unfresh. Lady fingers with Belacan was yummy too but the belacan taste was a bit on the milder side. …MorePong teh chicken was really tender, sambal sotong + added petal was yummy! Sotong wasn’t rubbery and Unfresh. Lady fingers with Belacan was yummy too but the belacan taste was a bit on the milder side.Overall really good food!! The guy wasn’t joking when he said everything’s good lol","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Kavitha Kaur,Came here with my family of 5. We reserved and ordered the recommended set. I must say I am super satisfied with their service and the food was so good. The quantity and quality is top notch. Thank you team for your amazing food and service,"Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Aravinthan Rajaandra,"The Ice Kacang and Nyona Cendol with Baileys shot are absolute must tries. Very high quality food. Never seen Gula Melaka so viscous, none of that diluted stuff. Service is top notch. Excellent ambiance and vibe. Vegetarian options available. Highly recommended.","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Mara Kay,"Cendol is da bomb! Baileys is a nice complement too, but it’s good enough on its own. Given the price, I would skip the Baileys next time. …MoreCendol is da bomb! Baileys is a nice complement too, but it’s good enough on its own. Given the price, I would skip the Baileys next time.Love the fried eggplant with the sambal. Udang lemak nenas is good. Ayam limau perut, as recommended by many, tastes good too.Pai tee was acceptable but I wouldn’t order a 2nd time. The crispy thing that came with the pai tee was very nice though.The popiah skin is a little unique, very smooth, different from the usual, but other than that I didn’t like it very much.Skip the laksa, you can get many better ones elsewhere.Portions are big (for 2 persons) so around 2-3 dishes will stuff you full.Staff polite, good service. Only downside is it’s very expensive, even for the good food quality.","Rated 4.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
"Jin Hui , Patrick Tan","Really enjoying our melakan food here.We ordered fried Brinjal, petai prawn , cincalok egg. …MoreReally enjoying our melakan food here.We ordered fried Brinjal, petai prawn , cincalok egg.Though notable stuff is they will charge you if u request extra belacan (But is really good) :)","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Fc,"Love the service here, always gives you good attention, whenever you’re looking for waitress, they will always keep an eye contact. …MoreLove the service here, always gives you good attention, whenever you’re looking for waitress, they will always keep an eye contact.Our family tried few of their dishes here, they all tasted good, see image uploaded below:Ambience is great, lighting as well. Feels like I’m in one of the cafe in France(except the food).","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
CS Chai,"Absolutely delicious authentic Nonya food. The highlights were the Udang Lemak Nenas, deep fried fish with sambal, Nonya laksa and popiah. The dessert, awesome cendol with fresh coconut milk and gula Malacca. …MoreAbsolutely delicious authentic Nonya food. The highlights were the Udang Lemak Nenas, deep fried fish with sambal, Nonya laksa and popiah. The dessert, awesome cendol with fresh coconut milk and gula Malacca.Great service as well.","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Diana Chai,"Amazing food. I am still thinking abt it days later. A lot of comments abt portion size but if you're coming as a couple like we did, the portion is just fine. …MoreAmazing food. I am still thinking abt it days later. A lot of comments abt portion size but if you're coming as a couple like we did, the portion is just fine.We ordered fish, squid, and eggplant. All 3 were winners. I just can't understand how they managed to fry that eggplant so perfectly without soaking it in oil. It's a fine art.","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
eddy phd hong,this restaurant made me wond experience about real foooood!! great calamanci juice is awesome. spicy black pepper beef is magnificent itself. laksa also wonderful and chicken is nice. durian mocci are fantastic. excellent,"Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Karen Ng,"Foods are super delicious and authentic nyonya cooking. The curry laksa is quite spicy but it is a must try. I loved the okra and kang kong, sotong petai.","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Jimmy Wijaya,"Cozy place, very friendly staff!They serve traditional food with modern style. I like their cendol and kangkung balacan. They have small portion food but enough to fill the stomach. A bit pricey, but overall good.","Rated 4.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Hasha Amin,"Great, trendy restaurant and really good food. The beef with coriander main was amazing. And the cendol dessert was great! Really attentive staff as well. Highly recommended!!","Rated 4.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Jessica Tan,"Staffs are very friendly & courteous 👍Service 👎🏻 It takes forever for your food to arriveFood quality - …MoreStaffs are very friendly & courteous 👍Service 👎🏻 It takes forever for your food to arriveFood quality -Prawn Pineapple Lemak 👍Pai Tee - Nothing GreatChap Chai 👎🏻 Hard & DryPopiah 👎🏻 Skin too thickPonteh 👎🏻 Taste like chicken with soy sauce. No authenticityOthers - nothing greatNot recommend for Nyonya Cuisine 🤢 If you grow up eating Nyonya food, this is not a place for you.Price is on the higher side.","Rated 2.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Josep Viñals Barturò,Best food un town!!! Really good experience of local food not far from the historic part of melaka and at a good price!The staff is really helpful and will help you to choose the best dishes accordig …MoreBest food un town!!! Really good experience of local food not far from the historic part of melaka and at a good price!The staff is really helpful and will help you to choose the best dishes accordig to what you like. We aware that if you come late some of the dishes of the menu will not be avalaible!Here i had the best dinner in all my stay on malaysia so i recommend it 100%,"Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Taiki Takada,"It was a great moment of dinner for us at here by finding a new taste of Nyonya style, and by melting by a rich Gula Melaka flavored Cendol!!Seriously, the taste was a unique fusion of traditional and modern of Nyonya …MoreIt was a great moment of dinner for us at here by finding a new taste of Nyonya style, and by melting by a rich Gula Melaka flavored Cendol!!Seriously, the taste was a unique fusion of traditional and modern of Nyonya style. We were very impressed.I ever will be back here someday in my next visit of Melaka!!","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Pinky,"Great Nyonya cuisine. Price was okay, 3 of us spent RM75. Their cendol is really good, Yum! After trying out other cendol, I realised bulldog served really really cendol, their Gula Melaka is real! Good service, good decor. I'd come again.","Rated 4.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Wilking Lim,Traditional food of peranakan modernized and taste Michelin standard! I was shocked by the taste. So good! Best cendol I've ever had too! Good service and cool ambience too!,"Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
FS Lee,"The laksa was fragrant and delicious. Loved the sambal with brinjal, was good, not sweet.  One of my favourite cendol stop.","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Caitlin Craig,"This was the best meal I had while in Malaka. The Nyonya Laksa was delicious! Spicy, but in a balanced way that made you want to lick the bowl after eating everything in it! We also had the Nyonya Pai Tee (shrimp) and it was my favorite …MoreThis was the best meal I had while in Malaka. The Nyonya Laksa was delicious! Spicy, but in a balanced way that made you want to lick the bowl after eating everything in it! We also had the Nyonya Pai Tee (shrimp) and it was my favorite dish of the evening. The sauce was perfect with the onion, bit of lemongrass, and the green peppers. We had a chicken dish (Ayam Lima perut) that was spicy, complex, and filling. I hope everyone tries this place, if I wasn't leaving in the morning, I would be back tomorrow!The pictures of the dinner aren't great because I was too busy eating to snap a photo😂","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Audrey Griselda,"When we came at 8pm, somehow most of the  food has been sold out (such as popiah, kueh pie tie or kangkong). However, we managed to get the very nice sambal prawn and asam fish..","Rated 4.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Jessica W,"Good food, great service. We were particularly impressed when the waiter came back from the kitchen with feedback from the chef, stating that our choices may not work well together in terms of flavor, and other suggestions were made. The …MoreGood food, great service. We were particularly impressed when the waiter came back from the kitchen with feedback from the chef, stating that our choices may not work well together in terms of flavor, and other suggestions were made. The food was very good, but not great. We would come back however. Was disappointed that they did not serve wine, only beer and spirits.","Rated 4.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Huey Can Cook,"Patronize this place twice, love their Sambal Udang, Ikan Goreng Chilli, Nyonya Popiah and Nyonya Cendol. The Ice Kacang is quite unique. The staff are helpful and polite.","Rated 4.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Emily Chng,"Food is rather pricey and taste so-so. However, there are noteworthy dishes such as the udang masak nanas, ikan goreng bercili, telur cincaluk (although I wished there is stronger cincaluk taste) and sambal sotong. Portion per dish is just …MoreFood is rather pricey and taste so-so. However, there are noteworthy dishes such as the udang masak nanas, ikan goreng bercili, telur cincaluk (although I wished there is stronger cincaluk taste) and sambal sotong. Portion per dish is just nice for 2 pax. Ice kacang is too sweet and I don't  recommend it. Really wanted to try the cendol but finished by the time we arrived.Ambience is good but food takes almost 1 hour to arrive.","Rated 3.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Benjamin Bromberg,"Friendly staff and decent atmosphere. However the food was essentially just spicy without any other flavour to it, which is definitely disappointing. …MoreFriendly staff and decent atmosphere. However the food was essentially just spicy without any other flavour to it, which is definitely disappointing.Price is absolutely not in relation to the food and general value.","Rated 2.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Go Chenguang,"We found this restaurant around the corner from our hotel and had a very nice meal there. The sharing plates are a good way to try different  local foods. The wait staff were very helpful and friendly,explain ing the ""spiciness"" of some of …MoreWe found this restaurant around the corner from our hotel and had a very nice meal there. The sharing plates are a good way to try different  local foods. The wait staff were very helpful and friendly,explain ing the ""spiciness"" of some of our selected dishes so we were not disappointed . Highly recommend this eatery,casual and relaxed but very attentive customer service.","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Alicia Tan,"Delicious food, great service with a smile. Food can take a couple minutes but is definitely worth it. I recommend their coffee and omelettes!","Rated 4.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
GH Tang,"Nice dining environment with live band on Fri & Sat nights. I tried nyonya cendol RM5 and nyonya laksa RM9 (small). The cendol is really nice. I tasted the gula melaka slight different from other places, not too sweet but flavour enough. …MoreNice dining environment with live band on Fri & Sat nights. I tried nyonya cendol RM5 and nyonya laksa RM9 (small). The cendol is really nice. I tasted the gula melaka slight different from other places, not too sweet but flavour enough. Coconut milk is strong enough too. The chef told me they use good home made gula melaka and fresh coconut milk.","Rated 4.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
leslie yeoh,Foods are delicious and staffs are very friendly and attentive. Worth to come for a try.,"Rated 4.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Germain Le,"Great place for delicious Peranakan food, about 15 minutes walk away from Jonker Street. Try the omelette ! There’s also live performances in the evening.","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Wu Mavis,Second time been here and this time I order starter dish and I love it . It’s not too much or too heavy. Taste is good and also the service waiters are very warm welcome . Price is also very reasonable.,"Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
H,"packed lunch for zoom meeting. taste with presentation, LIKE! cendol as dessert,  simply peeeerfect💗 i support!","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Raymond Gan,"Baba food done right. Every dishes is crafted and done the baba and nyonya way. Please order the laksa and cendol, its a must have.","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Gan Juan,"I'm so glad we decided to visit Bulldog for our last meal in Melaka cos it just ended the trip right! Everything we ordered was tasty and spicy and for the level of comfort and deco, we were amazed at how reasonable the price was. Oh and the cendol, sooo good!","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Moochi D,Food here is good ... But a bit on the pricey side as the portions are small ..,"Rated 3.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
AS B,"Good, tasty selection of traditional Nyonya cruisine. Don't forget to try the cendol for desert too!","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Wee Ming Chua,"This is the third or more time we have been here. Good food and one of the best chendol in Melaka. Price is reasonable. The staff are friendly, polite & helpful. Lunch might be a good time to go to avoid the crowd if you are mainly there for the food. I think the band only plays at night.","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Tony Ng,Service and enviroment is good. We like the nyonya laksa and cendol.,"Rated 4.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Wong Chantalle,Nice ambience. Had durian mochi and hot cendol melaka. Beyond my expectation. Recommended!9,"Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
Lau Wai Kent,"As a half Malaccan, I would say this is the only Nyonya restaurant that I would recommend to my KL friends and family. The dishes are simple, yet flavorful, and you can see they really put much thoughts into each dishes. Personally I like the Chicken Tempra the most, fried brinjal and laksa also highly recommended.","Rated 5.0 out of 5,",Bulldog Malacca,"145, Jalan Bendahara, Malacca"
