Author,Review,Rating,Restaurant,Location
Angie Lee,"One of the most lively outlet in Straits Quay, very good lamb shank, spring rolls n pizza. Dog friendly for outdoor seating. Pricey","Rated 4.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
S L,Hands down to very good pizza from this place. And always the best service from this guy called Mihon.,"Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Daniel Chan,"Great environment for a drink - there's live music, a happening crowd and a seafront view with yachts to see. I recommend the beers instead of the cocktails.","Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Letchimisri Sri,"You can relax and enjoy your food at same time... Good service, nice view and the pizza very nice.... Many choices of drinks but the price at bit cosy","Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
kamal farhat,"Great vibe and music, delicious food, and dedicated service. Ask for Hassan, he's the best 👌","Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
CL Wong,"If you were local, and not staying for drinks, don’t bother. They will just bring you the bill right after you finished your meal and basically ask you to leave, even when there were so many empty tables. …MoreIf you were local, and not staying for drinks, don’t bother. They will just bring you the bill right after you finished your meal and basically ask you to leave, even when there were so many empty tables.I’ve had pleasant experiences visiting other Healy Mac’s outlets. Shame my hometown outlet decided to let such a condescending person run the place.","Rated 1.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Nava,"Not going there ever again, price gone up but food quality sooo bad. Beers were flat, I know its Tuesday but their beers are not cheap, at least could have served a good beer. Such a waste of money, I didn't complain, paid and thank them, bring nice","Rated 1.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Robert Long,"Excellent ambience and lively atmosphere, with a strong expat customer base. The Guinness is well-poured, the bites/appetizers are good, and the staff is friendly and attentive. The wind blowing in from the ocean keeps the place cool. The …MoreExcellent ambience and lively atmosphere, with a strong expat customer base. The Guinness is well-poured, the bites/appetizers are good, and the staff is friendly and attentive. The wind blowing in from the ocean keeps the place cool. The evening I was there a local cover band was playing, and they were awesome! I was told they are regulars, worth checking out.","Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
ZenSheng Tan,"I don't know how good is their food. But their service is so bad and I'm very unhappy with it. Booked like 3 days ago and said will be there at 7.30pm for dinner, when I went there, I don't see any table that is reserved for us. Also, rude …MoreI don't know how good is their food. But their service is so bad and I'm very unhappy with it. Booked like 3 days ago and said will be there at 7.30pm for dinner, when I went there, I don't see any table that is reserved for us. Also, rude and told us that we didn't booked and simply arrange us a table without even trying to apologize that it was their mistake.","Rated 2.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Boovi 5459,"Highly recommended place for their Delicious Pizza 🍕 and Cocktails. The staffs are very friendly and helpful especially the Supervisor Mr.Milon, excellent service by him. Thanks Mr.Milon for your 5star service.","Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Kavin Ravi,Love the food and the reception of the waiter and waitress,"Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Gerry Steiert,"My wife & I came specifically to hear our good friends who play in the band Beemer, which turned out to be very nice. While there of course we needed to eat so decided on a bottle of white Cranswick Lakefield Chardonnay to start. The Smoked …MoreMy wife & I came specifically to hear our good friends who play in the band Beemer, which turned out to be very nice. While there of course we needed to eat so decided on a bottle of white Cranswick Lakefield Chardonnay to start. The Smoked Duck Salad followed by the Roast Pork Knuckle rounded off our entrees. Sound was good, music good, food good, service good. All good!Mary Jane and Mary Ann Ramos took care of us as we completed our meal & moved over to get a better view of Bobo & the band. I feel bad that I neglected to get the name of our initial waitress. She was totally awesome! A good nite for sure & I even purchased a HM polo shirt of the green variety. We shall return should the opportunity present itself.","Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Yan L,"Here for dinner, food is good. Serve varieties of beer but I did not try yet.Update 24 Dec 16 - have my Xmas eve dinner here, food still good even busy n crowded ! Tried Kilkeney draft beer, good too !","Rated 4.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
GeNee Lim,It's crowded but not too noises. Many choices of alcohol drink like cocktails. I ordered a glass of Sangria. Very enjoyable.,"Rated 4.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Jack Loh,This review is for Don Corleone Pizza (part of Healy Mac). For years I have had yet to find a good Italian pizza in Penang until yesterday. Most pizzas I have tasted in Penang all tasted the same. However I ordered 2 pizzas from DC and both tasted good and differently. The thin crust pizza was cook to perfection.,"Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Lone Ranger IDN,Love the view. Seaside with lots of parked yachts. It’s nice and chill place to enjoy beer or light cocktail. Staffs were so kind and helpful.,"Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Crono Lim,"Simply love this place. it's a good and cozy place for a great gathering. Ambience is good, food is delicious. I like the pork knuckle.","Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Eddie Lo,Great place to chill with friends. pPizza is awesome. Live band is great to set the night.,"Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Wei Ping,"Nice music, nice band, nice environment. However food was real bad, will give it a rating below 5.","Rated 3.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Komathi Subramaniam,"One of our favourite spot once. After MCO, the price increase a lot. Pizza is good.","Rated 3.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Pamela Heo,"Nice bar with good service. Their Guinness stew was awesome! Very tender and juicy. The tomato soup was also very flavorful but not overpowering. Great with bread which was part of the service. The pork steak was very tasty but disappointedly, a tad too tough.","Rated 4.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Prakash Nambiar,Great place with fantastic service.,"Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
WS Tan,Great scene and great food. It's a bit pricey but worth it. Great place to drink too!,"Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Samsi Yadav,Had a great lunch with family. My baby enjoyed the visit.,"Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Edwin Yap,The pizza is delicious!There is a live band here and I think it starts at 9pm.,"Rated 4.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Fintan Mc Kiernan,"Great location overlooking the marina. Super staff, great food, love the full Irish Breakfast, especially at 2pm. Healy Mac's is a genuine Irish owned bar with a very friendly and lively atmosphere.","Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Petronel Marius Tudosa (Capt Petro),"I think is the best Irish pub in Penang . We have a nice time enjoying the delicious food and drinks . The staff,  especially the one named Hasan, was so friendly and professional.  Highly recommended.","Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Jingnastics,A good place to chill during the evenings. Amazing food and atmosphere. Great service too,"Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Kelly Giam,Quality food and nice environment. Noon time outdoor sitting can be quite warm but you can enjoy the peaceful port view.Margarita pizza 🍕 and guiness is a must order. They have special roast beef which is delicious too but only available on Sunday.,"Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Gill Mikhail,"Great ambience, good F&B service by staff. I will highly recommend this outlet.","Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Gabby,Beautiful place with a sea view. Love the atmosphere. Great food and drinks. Friendly staff.,"Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Ray Lee,One of the best place for a pint of Guinness. Good place to have dinner & few glass of wine.,"Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
EY CP,Great and friendly staff. Good place to share with friends.,"Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
kyle chanson,"The margarita pizza and pork knuckle is a MUST order dishes 🙂 But beware of the shop's supervisor, he'll open his phone and ask you whether you want to have some 🍑🍌moment with him or invite you on online gambling when the manager is …MoreThe margarita pizza and pork knuckle is a MUST order dishes 🙂 But beware of the shop's supervisor, he'll open his phone and ask you whether you want to have some 🍑🍌moment with him or invite you on online gambling when the manager is away. Hope the restaurant manager take note on this lewd indian guy. Its best if the shop owner sack this mentally illed people from service line🤷🏻‍♂️","Rated 4.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
TheWildTian大田真野,Pizza is alright. Do avoid this place if you’re not gonna stay for drinks. It’s that level of condescending service.,"Rated 1.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Candice Lee,The service is always so amazing no matter when we head by.,"Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
ken kor,"Nice cocktail, good foods and good hospitality, especially their staff Milon is so friendly 👍 will definitely come here again for the foods and environment.","Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
pangthedark,"Being stand in front of the shop for 15 min with friend , the floor runner go around n purposely act doesn’t see us . What kind of service provided ?","Rated 1.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
HORESTCO PENANG,"A great place to hang out by the sea. proudly furnished by Horestco. We have just open doors to our new showroom in Tanjong Tokong, Penang in front of Bomba.","Rated 4.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Karthik Subramaniam,The food is of exceptional quality.. And the drinks are too... But you have to pay for the service...,"Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Murali Valayutham,"Been here many times, one of their regulars. Very disappointed with their service today - explains the 2 stars. …MoreBeen here many times, one of their regulars. Very disappointed with their service today - explains the 2 stars.Good points:1. Drinks service at table - waiters are attentive2. View of marinaBad points:1. Price point higher than average bars2. Service provided doesn't match price point3. Pizza was delivered with raw meat - they claimed it was a pepperoni but looked like something I was gonna get salmonella from (wish I had a photo)Overall recommendation: I would give it a try, but make sure you let them know when you are unhappy so they can fix it. Don't expect good service from the get go, which is the disappointing bit.","Rated 2.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Maru Fai,Food was ok....kindly take note I ordered 1 tiger pint rm25 it was good when I ordered 1 jug tiger for rm43 found out it was saturated.,"Rated 3.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Dave Kameron,Standard Irish bar. Food is good and reasonably priced.,"Rated 3.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
SU S,"Way over priced for the quality of the food, salmon fish was tasty, Pizza was tasteless, vindaloo curry ok but hardly the flavour of orignal Goa curry","Rated 2.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Huyen BT,Good & nice food ..good service & the staff are friendly,"Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Kevin Cheng K S,"Nice atmosphere , feel comfortable with friends having dinner here","Rated 4.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
San Shehab,One of the best Kilkenny pouring on the island. Gotta love the salt / pepper squid and my favourite mutton Vindaloo. Great environment and excellent service which makes me go back for more. I typically don't like to go to places where …MoreOne of the best Kilkenny pouring on the island. Gotta love the salt / pepper squid and my favourite mutton Vindaloo. Great environment and excellent service which makes me go back for more. I typically don't like to go to places where foreigners are used as service staff cause of some bad experience in the past. However here you are treated with utmost respect and service is top notch.,"Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Ranjit Walia,Nice cozy place to relax with beautiful views. Price a bit expensive with 16% tax,"Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Inês Pereira,"Fresh beer (only had for drinks), good view","Rated 4.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Carol Saliba,"Love it here, Great food, great drinks and wonderful staff","Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Jody Porter,"Absolutely love this place, great food and drinks, great live music and great views by the harbour","Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Vicariously Travelling,"Healy Mac's is a place you can visit any night of the week and have an enjoyable time. Their prices are a little steeper than other places around but along with that comes great entertainment, a comfortable and clean environment, and great …MoreHealy Mac's is a place you can visit any night of the week and have an enjoyable time. Their prices are a little steeper than other places around but along with that comes great entertainment, a comfortable and clean environment, and great service. The bands that perform here are all enjoyable. The staff that work here are super friendly. The menu is decent. Our favorite night is ladies night on Thursday nights because my wife enjoys the promotion they have. Maryanne was our server and she is fantastic, she made us feel at home. This place is recommended when you are visiting Penang, you won't be disappointed.","Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Thayalu Somusundram,We had our family gathering there..it was awesome 👍🏽,"Rated 4.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Graham Pearson,Always enjoy my time at this place. Staff are always very friendly. Food is good. Beer a little pricey compared to other bars in SQ but always nice.Quiz night on a Monday is always good fun with a chance to win beer and a bottle of spirit.,"Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Michael “Mickey” Taylor,"Every time I come back to Penang, I always come back to this Irish Bar. Every Monday they have a fun quiz which is pretty fun when you're with friends or family. And it's your not interested in the quiz, then the play some pretty decent …MoreEvery time I come back to Penang, I always come back to this Irish Bar. Every Monday they have a fun quiz which is pretty fun when you're with friends or family. And it's your not interested in the quiz, then the play some pretty decent in-house music. A great place to relax and let loose.The staff are great.The service is great.The beer is great.The food is outstanding.I recommend the pork knuckle and pizzas!Never disappoints!","Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Kaya Shima,"Most popular bar in Straits Quay. Foods are big portion and good service, but most people order po only 🍺. Foreigners love this place.","Rated 4.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Michael Foote,"Great music, sports TV. Staff very friendly and attentive. Good range of beers but quite expensive, Kilkenny pint is 30myr. Good selection of food and good quality.","Rated 4.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
A C Forsdike,Great location with views over the Straits Quay marina.,"Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Ragu Karuppiah,"Good vibes, but the tiger beer felt watered down.","Rated 3.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Goh Wah,"Awesome place for meals with family and friends. Friendly staffs, great variety of food and tasty. Quite a range of liquor to choose from too. Highly recommended for hangout with friends on their outdoor tables too. Prices are reasonable for its ambient, portion, taste and service","Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Ian Barkway,Great food great atmosphere great staff good music good drinks,"Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Dr. Stephen-Claude Hyatt,The music was a bit loud. Not a good place to go for conversation. Life band was unimpressive. It is however a good location and the food was okay.,"Rated 3.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
CY Khor,the wine was not chilled and warm feel.the indoor cushion area has weird smell. …Morethe wine was not chilled and warm feel.the indoor cushion area has weird smell.the kilkenny pint was great.staff service are good,"Rated 2.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
Len Johns,"Considering it is a western bar, the prices were a lot more affordable than expected. After reading reviews we did think it would be more expensive but was pleasantly surprised. …MoreConsidering it is a western bar, the prices were a lot more affordable than expected. After reading reviews we did think it would be more expensive but was pleasantly surprised.The staff are VERY friendly & attentive. The food was very flavoursome & tasty & the view across the Marina was tops.We went for lunch twice & we will make sure we make it a third time when we return soon.BTW we have Aziz look after our table...a mad keen cricket follower & a fun guy.","Rated 5.0 out of 5,",Healy Mac's Irish Bar & Restaurant,"3A-G9 & 10, Straits Quay, Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjung Tokong, Pulau Pinang"
