Author,Review,Rating,Restaurant,Location
Crystal Lam,"Food is delicious but can be seasoned a bit too much resulting in being a bit too salty when the dish starts to cold. Lobster bisque was good. Ambience is below par for the price paid and utensils not given the care they deserve, a bit of stains here and there. Not sure if dirty or just stains.","Rated 4.0 out of 5,",Positano Risto @ Publika,"Block C1, Lot 2, Level G3, Publika Shopping Gallery, No. 1, Jalan Dutamas 1, Solaris Dutamas, Kuala Lumpur"
Gem Chen,"Ambience: classic Italian with great taste on wall designService: understanding, attentive and polite …MoreAmbience: classic Italian with great taste on wall designService: understanding, attentive and politeFood: potion was large and ingredient were fresh! The carbonara was creamy, but was not the traditional style with egg. The truffle pizza was the best although it id vegetarian. The beef Ragu somehow tasted like Chinese cuisine but I guess each restaurant have their way of cooking. The tiramisu was bigger than expected and tasted amazing.Location: easy to find and large space to accommodate large group","Rated 5.0 out of 5,",Positano Risto @ Publika,"Block C1, Lot 2, Level G3, Publika Shopping Gallery, No. 1, Jalan Dutamas 1, Solaris Dutamas, Kuala Lumpur"
Blaise,"Taste: 3/5 ⭐ | Service: 3/5 ⭐ | Ambience: 4/5 ⭐Price: RM122 | Number of pax: 2 …MoreTaste: 3/5 ⭐ | Service: 3/5 ⭐ | Ambience: 4/5 ⭐Price: RM122 | Number of pax: 2Salmon Rosé Gnocchi, Margherita Pizza and Braised Beef Panino were the 3 items we ordered for the night. The Margherita Pizza had a really thin crust with barely any ""bread"" feel. It will be great for you if you're the type who likes your pizzas crispy. It was also very cheesy.Best item of the visit: Salmon Rosé GnocchiWill we return: UnlikelyFollow on Instagram @mealtimeagain","Rated 3.0 out of 5,",Positano Risto @ Publika,"Block C1, Lot 2, Level G3, Publika Shopping Gallery, No. 1, Jalan Dutamas 1, Solaris Dutamas, Kuala Lumpur"
William Ng,"A halal Italian restaurant. Started with Arancini Balls-- deep-fried rice balls stuffed with cheese. Found it too dry on the outside. The Amalfi Style Seafood soup was OK, and it came with a generous portion of prawns, clams, and squid. My …MoreA halal Italian restaurant. Started with Arancini Balls-- deep-fried rice balls stuffed with cheese. Found it too dry on the outside. The Amalfi Style Seafood soup was OK, and it came with a generous portion of prawns, clams, and squid. My favourite was the Ricotta & Spinach Ravioli. Goes so well with the in-house sauce. At nearly RM50, its a bit steep for a vegetarian dish. They don't serve bread here.","Rated 4.0 out of 5,",Positano Risto @ Publika,"Block C1, Lot 2, Level G3, Publika Shopping Gallery, No. 1, Jalan Dutamas 1, Solaris Dutamas, Kuala Lumpur"
Renji Tsuneharu,"I had a really great experience celebrating my gf birthday here and one of the stuff surprised us with our order, the creme brulee with the birthday decorations and sing the birthday song, it was truly meaningful! The food was really …MoreI had a really great experience celebrating my gf birthday here and one of the stuff surprised us with our order, the creme brulee with the birthday decorations and sing the birthday song, it was truly meaningful! The food was really fantastic and above average price but the services was the key. Thank you and I really hope to come again the near future.","Rated 5.0 out of 5,",Positano Risto @ Publika,"Block C1, Lot 2, Level G3, Publika Shopping Gallery, No. 1, Jalan Dutamas 1, Solaris Dutamas, Kuala Lumpur"
Shaqil Nazwan,"Not entirely a great experience as a family brought children who were left out to make extreme noises as well as their mothers talking too loudly. Expected a calming ambience beforehand given its reputation. But the surrounding was …MoreNot entirely a great experience as a family brought children who were left out to make extreme noises as well as their mothers talking too loudly. Expected a calming ambience beforehand given its reputation. But the surrounding was especially calming with the garden concept.Pizza & Pastas were exquisite particularly squid ink pasta and pizzas. Pizzas were served with 3 types of olive oil, sweet, spicy and sour olive oil. Portions of its dishes were so so. Not big, shocked by how people described restaurant's portions as huge because portions of most dishes are only enough for 1 person. Fish & Chips were fine. Relatively big portion but only that dish. Seafood Risotto was ok. Maybe would be better if it was spaghetti Bolognese seafood. Beef burger was divine, especially its breads. Mushroom soup was good too. Godfather drink / milkshake was so so. Not as good as people say, there are other places that make a nutella milkshake better.","Rated 4.0 out of 5,",Positano Risto @ Publika,"Block C1, Lot 2, Level G3, Publika Shopping Gallery, No. 1, Jalan Dutamas 1, Solaris Dutamas, Kuala Lumpur"
Suzlene Zakariah,"This risto serves delicious authentic & halal Italian food- we enjoyed the squid ink seafood pasta it's spices hitting you slow, their rectangle margherita & beef pepperoni pizzas were just right- the crispy edges are a winner. Their …MoreThis risto serves delicious authentic & halal Italian food- we enjoyed the squid ink seafood pasta it's spices hitting you slow, their rectangle margherita & beef pepperoni pizzas were just right- the crispy edges are a winner. Their lasagne is full of beef & cheese fillings and we were so full there wasn't any room for dessert. Perhaps another time.Nice & simple decor with pics of fellow Italians Al Pacino, Brando and surprise surprise Jon Bon Jovi on their walls. The only thing they could improve on would be for their servers not too rush us off by wiping the table while I was still finishing my pizza or picking our plates the minute we finish. A bit pricey but for the good food it was worth it. 4 pax averages around RM250++ depending on what you choose.","Rated 4.0 out of 5,",Positano Risto @ Publika,"Block C1, Lot 2, Level G3, Publika Shopping Gallery, No. 1, Jalan Dutamas 1, Solaris Dutamas, Kuala Lumpur"
Saiyara Pink,"We ordered, ""Salmon Rosé Gnocchi"" as starter, a highly unique dish that we never tried before but loved..""Meat lover pizza 🍕, Squid ink seafood spaghetti 🍝🦑and Lasagna"" as our main …MoreWe ordered, ""Salmon Rosé Gnocchi"" as starter, a highly unique dish that we never tried before but loved..""Meat lover pizza 🍕, Squid ink seafood spaghetti 🍝🦑and Lasagna"" as our main dish, all the dishes were absolutely marvellous, the flavours so well balanced. And the lasagna was the best I had in Malaysia!!!Amalfi Style Seafood as our Soup was the best choice.. must tryyy..!!!For drinks we ordered Skywalker and Maroon 6, both highly recommended...Lastly for dessert we got Tiramisu and Burnt Cheesecake... 🤤🤤🤤 Mouthwatering end to the whole meal.. Alhumdulillah..The service was top notch 💖 very caring staff💖 even the waiter who helped us take our pictures took pictures with such dedication...10/10 ⭐⭐⭐⭐⭐","Rated 5.0 out of 5,",Positano Risto @ Publika,"Block C1, Lot 2, Level G3, Publika Shopping Gallery, No. 1, Jalan Dutamas 1, Solaris Dutamas, Kuala Lumpur"
Yee Ling Tan,"If you are looking for a place with good food, spacious and relaxing for either business or family outing, this should be it. Not forgetting their wonderful services; a dynamic and proactive group esp  Wani, Jeeva andAthierra. Thank you for the experience!","Rated 5.0 out of 5,",Positano Risto @ Publika,"Block C1, Lot 2, Level G3, Publika Shopping Gallery, No. 1, Jalan Dutamas 1, Solaris Dutamas, Kuala Lumpur"
Azlyna Mohd nazi,We ordered Salmon Rose Gnocchi where the sauce and truffle tasted devine but not sure about the texture of Gnocchi though. I thought it was supposed to be bitey but it was soft. Can't really tell as it was my first time eating it so have no …MoreWe ordered Salmon Rose Gnocchi where the sauce and truffle tasted devine but not sure about the texture of Gnocchi though. I thought it was supposed to be bitey but it was soft. Can't really tell as it was my first time eating it so have no comparison with. Wild Mushroom Pizza - Good. Spinach and Ricotta Ravioli - Luv it! As for drinks I suggest you try Paradiso - it tasted like Hawaii. Service was execellent altho it was crowded being Friday lunch time.,"Rated 4.0 out of 5,",Positano Risto @ Publika,"Block C1, Lot 2, Level G3, Publika Shopping Gallery, No. 1, Jalan Dutamas 1, Solaris Dutamas, Kuala Lumpur"
ARIYANA SARKAWI,"Halal italian restaurant. Great food great ambience. Nice to have family lunch/dinners. Loving the wild mushroom soup, the pizza and my dessert.","Rated 5.0 out of 5,",Positano Risto @ Publika,"Block C1, Lot 2, Level G3, Publika Shopping Gallery, No. 1, Jalan Dutamas 1, Solaris Dutamas, Kuala Lumpur"
Anna Yoong,"Food average. Ravioli skin is so thick. Mushroom soup and lobster bisque so salty. Squid ink pasta with Tom yum flavour seems weird. Kitchen staff singing, staffs busy sorting cutleries behind cashier counter while having dine in guests.- …MoreFood average. Ravioli skin is so thick. Mushroom soup and lobster bisque so salty. Squid ink pasta with Tom yum flavour seems weird. Kitchen staff singing, staffs busy sorting cutleries behind cashier counter while having dine in guests.- guess they didn’t realised the sound so annoying. Pretty disappointing experience having to celebrate a birthday occasion in this restaurant.","Rated 3.0 out of 5,",Positano Risto @ Publika,"Block C1, Lot 2, Level G3, Publika Shopping Gallery, No. 1, Jalan Dutamas 1, Solaris Dutamas, Kuala Lumpur"
Aisyah Iskandar,"Love everything here. The environment, the ambiance, the friendly and helpful staff, the food is so good. Will definitely comeback to try the dessert. No room for dessert as the portion of the pasta is quite big, i am full.  Next time will try the pizza and dessert. A bit pricey though, but definitely worth it","Rated 5.0 out of 5,",Positano Risto @ Publika,"Block C1, Lot 2, Level G3, Publika Shopping Gallery, No. 1, Jalan Dutamas 1, Solaris Dutamas, Kuala Lumpur"
Cassandra Albanus,"I felt a bit sad when I found out they didn’t serve wine, but boy did they make it up with their food! …MoreI felt a bit sad when I found out they didn’t serve wine, but boy did they make it up with their food!Carbonara was excellent! Squid ink pasta was fresh… and the winning dish - their Caesar salad! The half boiled egg and crunchy bits of cheese… charred lettuce… just wow.","Rated 5.0 out of 5,",Positano Risto @ Publika,"Block C1, Lot 2, Level G3, Publika Shopping Gallery, No. 1, Jalan Dutamas 1, Solaris Dutamas, Kuala Lumpur"
Emir Azfar,"If you're looking for a very excellent Halal Italian Foods, here is the right place for you to enjoy your fantastic meal. …MoreIf you're looking for a very excellent Halal Italian Foods, here is the right place for you to enjoy your fantastic meal.Very good dining experience with a very welcoming waitress. Good ambience to dine here with your loved ones or even with your friends.I came here and had their Positano Braised Beef Panino. Very excellent to taste. The Beef Brisket together with caramelized onion melt in your mouth with the panini bread 🤤 simple yet full to grab for your lunch.As for appetizer, I had truffle fries 👍 they top the fries with Pecorino Cheese. Taste definitely to my liking with the creamy taste from the cheese itself. Honestly, Ive been finding Pecorino Cheese for myself to make a good pasta at home. Couldn't find any in my area 😢 so you can imagine how excited I am when I had the chance to taste it here 😁My wife had the Fettuccine Carbonara. Very excellent combination from the food. Traditional Creamy Carbonara where you had it together with an egg 👍Frankly speaking, I enjoy my time having my meal here. Definitely a very good place to came here again for more excellent dining experience 😁Next aim gonna try having meal with their dessert too. Thank you for everything Positano Risto 😊","Rated 5.0 out of 5,",Positano Risto @ Publika,"Block C1, Lot 2, Level G3, Publika Shopping Gallery, No. 1, Jalan Dutamas 1, Solaris Dutamas, Kuala Lumpur"
Edysion Yow,I went here for my Birthday dinner.Yes it's a HALAL ITALIAN RESTAURANT-Need a reservation before going here …MoreI went here for my Birthday dinner.Yes it's a HALAL ITALIAN RESTAURANT-Need a reservation before going here-Staff friendly and 5 ⭐ service-Environment nice view-Halal and zero alcohol-Price $$$-Food delicious 😘,"Rated 5.0 out of 5,",Positano Risto @ Publika,"Block C1, Lot 2, Level G3, Publika Shopping Gallery, No. 1, Jalan Dutamas 1, Solaris Dutamas, Kuala Lumpur"
Belle Rahman,"Cannoli is the best! Pasta average, medium portion, price about RM40ish for pasta. This is a halal authentic Italian restaurant, which is good. Quite hard to find a halal Italian restaurant in KL, most of them usually pork free and serve …MoreCannoli is the best! Pasta average, medium portion, price about RM40ish for pasta. This is a halal authentic Italian restaurant, which is good. Quite hard to find a halal Italian restaurant in KL, most of them usually pork free and serve alcohol. This one doesn’t even serve alcohol. Quite pricey, but since this located in Publika, kinda expected it.Again, cannoli is superb! Berbaloi cuba, even though pricey 😂.","Rated 4.0 out of 5,",Positano Risto @ Publika,"Block C1, Lot 2, Level G3, Publika Shopping Gallery, No. 1, Jalan Dutamas 1, Solaris Dutamas, Kuala Lumpur"
Litalana Ramli,"It was my first time here but definitely I’ll be coming back again. As if serving the most delicious authentic italian dishes isn’t enough, the restaurant is 100% halal and Muslim owned as well. So those who are a bit sensitive in that …MoreIt was my first time here but definitely I’ll be coming back again. As if serving the most delicious authentic italian dishes isn’t enough, the restaurant is 100% halal and Muslim owned as well. So those who are a bit sensitive in that area.. be rest assured that the restaurant doesn’t even serve alcoholic beverages or have alcohol add-ons in the ingredients. Portions are big so my friends and I were mostly sharing what we ordered. We had the lobster bisque, the pizza, can’t remember what the balls were called for starters 😃 and the tiramisu. Everything was really yummy. The ambience, the food and the service - 5 stars!#positanoristo#italianfood#publika#foodie#goodfoodgoodpeople#lanaramliadventures","Rated 5.0 out of 5,",Positano Risto @ Publika,"Block C1, Lot 2, Level G3, Publika Shopping Gallery, No. 1, Jalan Dutamas 1, Solaris Dutamas, Kuala Lumpur"
Adibah Arshad,"Love the foods here. Definitely will come again. Went here during Ramadhan, have to book the table first. At first there weren't any table left, but got lucky cause they called me back to inform that there was empty table. Have to give …MoreLove the foods here. Definitely will come again. Went here during Ramadhan, have to book the table first. At first there weren't any table left, but got lucky cause they called me back to inform that there was empty table. Have to give credit for the carbonara despite being a bit expensive. And I wanted to ordered steak at first but they weren't available. So I picked Lamb Shank instead which nothing much I can say because it tasted like how I imagine it is. Overall was good. Like the service though.","Rated 4.0 out of 5,",Positano Risto @ Publika,"Block C1, Lot 2, Level G3, Publika Shopping Gallery, No. 1, Jalan Dutamas 1, Solaris Dutamas, Kuala Lumpur"
Adam “Pablo Big Man” Hamzah,With my sad heart i have to post this…2 years ago when Positano opens the food are fantastic but this time is really worst. Few months ago i had and not impressed as maybe sometimes they have moments that it is sucks..but today i tried …MoreWith my sad heart i have to post this…2 years ago when Positano opens the food are fantastic but this time is really worst. Few months ago i had and not impressed as maybe sometimes they have moments that it is sucks..but today i tried again n sadly it is bad. The food now from 10 star has now become 1/2 star..Pasta is tasteless and soggySquid is rubberyThank God the service is good and still maintain awesome.,"Rated 1.0 out of 5,",Positano Risto @ Publika,"Block C1, Lot 2, Level G3, Publika Shopping Gallery, No. 1, Jalan Dutamas 1, Solaris Dutamas, Kuala Lumpur"
noorulhuda abubakar,"I give 5 stars❤️❤️❤️Excellent booking. Very attentive staff.Cleanliness 5 stars …MoreI give 5 stars❤️❤️❤️Excellent booking. Very attentive staff.Cleanliness 5 starsFood 5 stars ( we ordered pizza supreme , ink squid and chicken liguini) all tasted like super star especially the pizza. But all portion is huge i suggest you come with 4 pax.The waiters were super alert, clean our table each time we finished any dishes. Better than 5 star hotel ❤️.Only draw back they dont even have a place for you to wash your hand. Thus bring your own wet tissue. Washroom for hand washing is pretty far.But the waiter apologize and help us with hand sanitizer and lots of tissues.So far the best italian food i ever had with very reasonable price.They also packed our pizza in a very nice box! Good for gift! Now i know where to get super delicious pizza.Thanks guys you made our day!","Rated 5.0 out of 5,",Positano Risto @ Publika,"Block C1, Lot 2, Level G3, Publika Shopping Gallery, No. 1, Jalan Dutamas 1, Solaris Dutamas, Kuala Lumpur"
Edd,"Great foods, friendly staffs. Good price. Packed but sop is follow.","Rated 5.0 out of 5,",Positano Risto @ Publika,"Block C1, Lot 2, Level G3, Publika Shopping Gallery, No. 1, Jalan Dutamas 1, Solaris Dutamas, Kuala Lumpur"
